date,time,timestamp,status,count
11/1/2022,9:55,11/1/2022 9:55,approved,336
11/1/2022,9:55,11/1/2022 9:55,denied,45
11/1/2022,9:56,11/1/2022 9:56,approved,350
11/1/2022,9:56,11/1/2022 9:56,refunded,2
11/1/2022,9:56,11/1/2022 9:56,denied,46
11/1/2022,9:56,11/1/2022 9:56,reversed,5
11/1/2022,9:56,11/1/2022 9:56,backend_reversed,3
11/1/2022,9:57,11/1/2022 9:57,backend_reversed,3
11/1/2022,9:57,11/1/2022 9:57,approved,351
11/1/2022,9:57,11/1/2022 9:57,reversed,3
11/1/2022,9:57,11/1/2022 9:57,denied,48
11/1/2022,9:58,11/1/2022 9:58,denied,35
11/1/2022,9:58,11/1/2022 9:58,approved,327
11/1/2022,9:58,11/1/2022 9:58,backend_reversed,1
11/1/2022,9:58,11/1/2022 9:58,reversed,2
11/1/2022,9:59,11/1/2022 9:59,backend_reversed,1
11/1/2022,9:59,11/1/2022 9:59,approved,326
11/1/2022,9:59,11/1/2022 9:59,reversed,1
11/1/2022,9:59,11/1/2022 9:59,denied,35
11/1/2022,10:00,11/1/2022 10:00,reversed,2
11/1/2022,10:00,11/1/2022 10:00,denied,35
11/1/2022,10:00,11/1/2022 10:00,backend_reversed,2
11/1/2022,10:00,11/1/2022 10:00,approved,363
11/1/2022,10:01,11/1/2022 10:01,refunded,2
11/1/2022,10:01,11/1/2022 10:01,approved,372
11/1/2022,10:01,11/1/2022 10:01,reversed,2
11/1/2022,10:01,11/1/2022 10:01,denied,36
11/1/2022,10:02,11/1/2022 10:02,approved,363
11/1/2022,10:02,11/1/2022 10:02,reversed,2
11/1/2022,10:02,11/1/2022 10:02,refunded,1
11/1/2022,10:02,11/1/2022 10:02,denied,33
11/1/2022,10:02,11/1/2022 10:02,backend_reversed,2
11/1/2022,10:03,11/1/2022 10:03,backend_reversed,2
11/1/2022,10:03,11/1/2022 10:03,approved,360
11/1/2022,10:03,11/1/2022 10:03,denied,30
11/1/2022,10:03,11/1/2022 10:03,reversed,4
11/1/2022,10:04,11/1/2022 10:04,denied,39
11/1/2022,10:04,11/1/2022 10:04,approved,336
11/1/2022,10:04,11/1/2022 10:04,reversed,3
11/1/2022,10:05,11/1/2022 10:05,denied,29
11/1/2022,10:05,11/1/2022 10:05,reversed,4
11/1/2022,10:05,11/1/2022 10:05,approved,335
11/1/2022,10:05,11/1/2022 10:05,backend_reversed,2
11/1/2022,10:05,11/1/2022 10:05,refunded,1
11/1/2022,10:06,11/1/2022 10:06,denied,36
11/1/2022,10:06,11/1/2022 10:06,backend_reversed,2
11/1/2022,10:06,11/1/2022 10:06,approved,337
11/1/2022,10:07,11/1/2022 10:07,approved,351
11/1/2022,10:07,11/1/2022 10:07,denied,31
11/1/2022,10:07,11/1/2022 10:07,refunded,1
11/1/2022,10:07,11/1/2022 10:07,backend_reversed,1
11/1/2022,10:08,11/1/2022 10:08,backend_reversed,3
11/1/2022,10:08,11/1/2022 10:08,refunded,1
11/1/2022,10:08,11/1/2022 10:08,approved,360
11/1/2022,10:08,11/1/2022 10:08,denied,29
11/1/2022,10:08,11/1/2022 10:08,reversed,3
11/1/2022,10:09,11/1/2022 10:09,approved,357
11/1/2022,10:09,11/1/2022 10:09,denied,27
11/1/2022,10:09,11/1/2022 10:09,reversed,5
11/1/2022,10:10,11/1/2022 10:10,approved,348
11/1/2022,10:10,11/1/2022 10:10,denied,49
11/1/2022,10:10,11/1/2022 10:10,reversed,2
11/1/2022,10:10,11/1/2022 10:10,backend_reversed,1
11/1/2022,10:11,11/1/2022 10:11,denied,36
11/1/2022,10:11,11/1/2022 10:11,backend_reversed,2
11/1/2022,10:11,11/1/2022 10:11,approved,382
11/1/2022,10:11,11/1/2022 10:11,reversed,2
11/1/2022,10:11,11/1/2022 10:11,refunded,2
11/1/2022,10:12,11/1/2022 10:12,approved,348
11/1/2022,10:12,11/1/2022 10:12,denied,30
11/1/2022,10:12,11/1/2022 10:12,reversed,4
11/1/2022,10:12,11/1/2022 10:12,backend_reversed,1
11/1/2022,10:13,11/1/2022 10:13,approved,346
11/1/2022,10:13,11/1/2022 10:13,denied,45
11/1/2022,10:13,11/1/2022 10:13,reversed,3
11/1/2022,10:13,11/1/2022 10:13,backend_reversed,2
11/1/2022,10:14,11/1/2022 10:14,refunded,2
11/1/2022,10:14,11/1/2022 10:14,approved,326
11/1/2022,10:14,11/1/2022 10:14,denied,42
11/1/2022,10:15,11/1/2022 10:15,reversed,1
11/1/2022,10:15,11/1/2022 10:15,approved,322
11/1/2022,10:15,11/1/2022 10:15,denied,36
11/1/2022,10:16,11/1/2022 10:16,approved,379
11/1/2022,10:16,11/1/2022 10:16,denied,35
11/1/2022,10:16,11/1/2022 10:16,reversed,1
11/1/2022,10:17,11/1/2022 10:17,approved,342
11/1/2022,10:17,11/1/2022 10:17,reversed,3
11/1/2022,10:17,11/1/2022 10:17,denied,34
11/1/2022,10:18,11/1/2022 10:18,reversed,3
11/1/2022,10:18,11/1/2022 10:18,approved,347
11/1/2022,10:18,11/1/2022 10:18,denied,30
11/1/2022,10:19,11/1/2022 10:19,reversed,2
11/1/2022,10:19,11/1/2022 10:19,approved,343
11/1/2022,10:19,11/1/2022 10:19,denied,44
11/1/2022,10:20,11/1/2022 10:20,refunded,1
11/1/2022,10:20,11/1/2022 10:20,approved,324
11/1/2022,10:20,11/1/2022 10:20,denied,46
11/1/2022,10:21,11/1/2022 10:21,refunded,1
11/1/2022,10:21,11/1/2022 10:21,approved,332
11/1/2022,10:21,11/1/2022 10:21,denied,29
11/1/2022,10:21,11/1/2022 10:21,reversed,1
11/1/2022,10:21,11/1/2022 10:21,backend_reversed,1
11/1/2022,10:22,11/1/2022 10:22,approved,335
11/1/2022,10:22,11/1/2022 10:22,backend_reversed,1
11/1/2022,10:22,11/1/2022 10:22,denied,33
11/1/2022,10:23,11/1/2022 10:23,denied,23
11/1/2022,10:23,11/1/2022 10:23,reversed,3
11/1/2022,10:23,11/1/2022 10:23,backend_reversed,1
11/1/2022,10:23,11/1/2022 10:23,approved,344
11/1/2022,10:24,11/1/2022 10:24,denied,40
11/1/2022,10:24,11/1/2022 10:24,refunded,1
11/1/2022,10:24,11/1/2022 10:24,approved,349
11/1/2022,10:24,11/1/2022 10:24,reversed,1
11/1/2022,10:25,11/1/2022 10:25,approved,348
11/1/2022,10:25,11/1/2022 10:25,reversed,4
11/1/2022,10:25,11/1/2022 10:25,denied,31
11/1/2022,10:26,11/1/2022 10:26,approved,356
11/1/2022,10:26,11/1/2022 10:26,backend_reversed,2
11/1/2022,10:26,11/1/2022 10:26,denied,38
11/1/2022,10:26,11/1/2022 10:26,reversed,2
11/1/2022,10:27,11/1/2022 10:27,denied,38
11/1/2022,10:27,11/1/2022 10:27,backend_reversed,1
11/1/2022,10:27,11/1/2022 10:27,reversed,1
11/1/2022,10:27,11/1/2022 10:27,approved,337
11/1/2022,10:28,11/1/2022 10:28,reversed,3
11/1/2022,10:28,11/1/2022 10:28,backend_reversed,1
11/1/2022,10:28,11/1/2022 10:28,denied,35
11/1/2022,10:28,11/1/2022 10:28,approved,365
11/1/2022,10:29,11/1/2022 10:29,backend_reversed,1
11/1/2022,10:29,11/1/2022 10:29,approved,384
11/1/2022,10:29,11/1/2022 10:29,denied,45
11/1/2022,10:30,11/1/2022 10:30,approved,365
11/1/2022,10:30,11/1/2022 10:30,denied,41
11/1/2022,10:30,11/1/2022 10:30,reversed,2
11/1/2022,10:31,11/1/2022 10:31,denied,30
11/1/2022,10:31,11/1/2022 10:31,reversed,3
11/1/2022,10:31,11/1/2022 10:31,backend_reversed,1
11/1/2022,10:31,11/1/2022 10:31,approved,373
11/1/2022,10:31,11/1/2022 10:31,failed,1
11/1/2022,10:32,11/1/2022 10:32,denied,35
11/1/2022,10:32,11/1/2022 10:32,reversed,2
11/1/2022,10:32,11/1/2022 10:32,approved,365
11/1/2022,10:32,11/1/2022 10:32,refunded,2
11/1/2022,10:33,11/1/2022 10:33,reversed,2
11/1/2022,10:33,11/1/2022 10:33,approved,335
11/1/2022,10:33,11/1/2022 10:33,denied,47
11/1/2022,10:34,11/1/2022 10:34,denied,28
11/1/2022,10:34,11/1/2022 10:34,approved,351
11/1/2022,10:34,11/1/2022 10:34,reversed,1
11/1/2022,10:34,11/1/2022 10:34,backend_reversed,1
11/1/2022,10:35,11/1/2022 10:35,approved,379
11/1/2022,10:35,11/1/2022 10:35,reversed,1
11/1/2022,10:35,11/1/2022 10:35,denied,36
11/1/2022,10:35,11/1/2022 10:35,refunded,2
11/1/2022,10:36,11/1/2022 10:36,backend_reversed,2
11/1/2022,10:36,11/1/2022 10:36,denied,30
11/1/2022,10:36,11/1/2022 10:36,approved,365
11/1/2022,10:36,11/1/2022 10:36,reversed,2
11/1/2022,10:37,11/1/2022 10:37,approved,339
11/1/2022,10:37,11/1/2022 10:37,reversed,3
11/1/2022,10:37,11/1/2022 10:37,backend_reversed,2
11/1/2022,10:37,11/1/2022 10:37,refunded,2
11/1/2022,10:37,11/1/2022 10:37,denied,38
11/1/2022,10:38,11/1/2022 10:38,refunded,1
11/1/2022,10:38,11/1/2022 10:38,failed,1
11/1/2022,10:38,11/1/2022 10:38,approved,351
11/1/2022,10:38,11/1/2022 10:38,denied,41
11/1/2022,10:38,11/1/2022 10:38,reversed,4
11/1/2022,10:39,11/1/2022 10:39,approved,339
11/1/2022,10:39,11/1/2022 10:39,denied,51
11/1/2022,10:39,11/1/2022 10:39,reversed,1
11/1/2022,10:40,11/1/2022 10:40,approved,375
11/1/2022,10:40,11/1/2022 10:40,reversed,4
11/1/2022,10:40,11/1/2022 10:40,backend_reversed,1
11/1/2022,10:40,11/1/2022 10:40,denied,29
11/1/2022,10:41,11/1/2022 10:41,reversed,1
11/1/2022,10:41,11/1/2022 10:41,approved,352
11/1/2022,10:41,11/1/2022 10:41,backend_reversed,1
11/1/2022,10:41,11/1/2022 10:41,denied,34
11/1/2022,10:42,11/1/2022 10:42,denied,37
11/1/2022,10:42,11/1/2022 10:42,approved,343
11/1/2022,10:42,11/1/2022 10:42,refunded,2
11/1/2022,10:42,11/1/2022 10:42,reversed,3
11/1/2022,10:43,11/1/2022 10:43,reversed,2
11/1/2022,10:43,11/1/2022 10:43,approved,335
11/1/2022,10:43,11/1/2022 10:43,denied,31
11/1/2022,10:44,11/1/2022 10:44,backend_reversed,1
11/1/2022,10:44,11/1/2022 10:44,approved,338
11/1/2022,10:44,11/1/2022 10:44,denied,34
11/1/2022,10:44,11/1/2022 10:44,reversed,3
11/1/2022,10:45,11/1/2022 10:45,reversed,1
11/1/2022,10:45,11/1/2022 10:45,approved,375
11/1/2022,10:45,11/1/2022 10:45,refunded,1
11/1/2022,10:45,11/1/2022 10:45,denied,35
11/1/2022,10:45,11/1/2022 10:45,backend_reversed,1
11/1/2022,10:46,11/1/2022 10:46,refunded,1
11/1/2022,10:46,11/1/2022 10:46,denied,39
11/1/2022,10:46,11/1/2022 10:46,reversed,4
11/1/2022,10:46,11/1/2022 10:46,approved,398
11/1/2022,10:47,11/1/2022 10:47,denied,35
11/1/2022,10:47,11/1/2022 10:47,backend_reversed,2
11/1/2022,10:47,11/1/2022 10:47,approved,345
11/1/2022,10:48,11/1/2022 10:48,approved,364
11/1/2022,10:48,11/1/2022 10:48,refunded,1
11/1/2022,10:48,11/1/2022 10:48,backend_reversed,2
11/1/2022,10:48,11/1/2022 10:48,denied,46
11/1/2022,10:49,11/1/2022 10:49,backend_reversed,2
11/1/2022,10:49,11/1/2022 10:49,denied,51
11/1/2022,10:49,11/1/2022 10:49,refunded,1
11/1/2022,10:49,11/1/2022 10:49,approved,385
11/1/2022,10:49,11/1/2022 10:49,reversed,2
11/1/2022,10:50,11/1/2022 10:50,denied,28
11/1/2022,10:50,11/1/2022 10:50,approved,373
11/1/2022,10:50,11/1/2022 10:50,backend_reversed,2
11/1/2022,10:50,11/1/2022 10:50,reversed,1
11/1/2022,10:51,11/1/2022 10:51,denied,46
11/1/2022,10:51,11/1/2022 10:51,reversed,1
11/1/2022,10:51,11/1/2022 10:51,approved,383
11/1/2022,10:52,11/1/2022 10:52,approved,380
11/1/2022,10:52,11/1/2022 10:52,backend_reversed,3
11/1/2022,10:52,11/1/2022 10:52,reversed,1
11/1/2022,10:52,11/1/2022 10:52,denied,34
11/1/2022,10:53,11/1/2022 10:53,approved,365
11/1/2022,10:53,11/1/2022 10:53,denied,48
11/1/2022,10:54,11/1/2022 10:54,denied,34
11/1/2022,10:54,11/1/2022 10:54,approved,391
11/1/2022,10:54,11/1/2022 10:54,backend_reversed,4
11/1/2022,10:54,11/1/2022 10:54,reversed,2
11/1/2022,10:55,11/1/2022 10:55,approved,369
11/1/2022,10:55,11/1/2022 10:55,denied,35
11/1/2022,10:55,11/1/2022 10:55,reversed,1
11/1/2022,10:55,11/1/2022 10:55,backend_reversed,3
11/1/2022,10:56,11/1/2022 10:56,approved,362
11/1/2022,10:56,11/1/2022 10:56,denied,38
11/1/2022,10:56,11/1/2022 10:56,backend_reversed,1
11/1/2022,10:56,11/1/2022 10:56,reversed,3
11/1/2022,10:57,11/1/2022 10:57,reversed,4
11/1/2022,10:57,11/1/2022 10:57,denied,47
11/1/2022,10:57,11/1/2022 10:57,backend_reversed,1
11/1/2022,10:57,11/1/2022 10:57,approved,339
11/1/2022,10:58,11/1/2022 10:58,reversed,1
11/1/2022,10:58,11/1/2022 10:58,approved,355
11/1/2022,10:58,11/1/2022 10:58,refunded,1
11/1/2022,10:58,11/1/2022 10:58,denied,36
11/1/2022,10:58,11/1/2022 10:58,backend_reversed,1
11/1/2022,10:59,11/1/2022 10:59,reversed,2
11/1/2022,10:59,11/1/2022 10:59,backend_reversed,1
11/1/2022,10:59,11/1/2022 10:59,approved,381
11/1/2022,10:59,11/1/2022 10:59,denied,39
11/1/2022,10:59,11/1/2022 10:59,refunded,1
11/1/2022,11:00,11/1/2022 11:00,denied,34
11/1/2022,11:00,11/1/2022 11:00,backend_reversed,1
11/1/2022,11:00,11/1/2022 11:00,approved,375
11/1/2022,11:00,11/1/2022 11:00,reversed,2
11/1/2022,11:01,11/1/2022 11:01,approved,373
11/1/2022,11:01,11/1/2022 11:01,denied,41
11/1/2022,11:01,11/1/2022 11:01,reversed,3
11/1/2022,11:02,11/1/2022 11:02,denied,28
11/1/2022,11:02,11/1/2022 11:02,approved,354
11/1/2022,11:02,11/1/2022 11:02,backend_reversed,4
11/1/2022,11:03,11/1/2022 11:03,backend_reversed,1
11/1/2022,11:03,11/1/2022 11:03,approved,354
11/1/2022,11:03,11/1/2022 11:03,denied,34
11/1/2022,11:03,11/1/2022 11:03,reversed,1
11/1/2022,11:04,11/1/2022 11:04,denied,48
11/1/2022,11:04,11/1/2022 11:04,reversed,1
11/1/2022,11:04,11/1/2022 11:04,approved,396
11/1/2022,11:04,11/1/2022 11:04,refunded,2
11/1/2022,11:05,11/1/2022 11:05,reversed,4
11/1/2022,11:05,11/1/2022 11:05,approved,396
11/1/2022,11:05,11/1/2022 11:05,denied,36
11/1/2022,11:06,11/1/2022 11:06,denied,34
11/1/2022,11:06,11/1/2022 11:06,reversed,1
11/1/2022,11:06,11/1/2022 11:06,approved,364
11/1/2022,11:06,11/1/2022 11:06,refunded,1
11/1/2022,11:07,11/1/2022 11:07,denied,42
11/1/2022,11:07,11/1/2022 11:07,reversed,4
11/1/2022,11:07,11/1/2022 11:07,approved,348
11/1/2022,11:07,11/1/2022 11:07,refunded,2
11/1/2022,11:08,11/1/2022 11:08,approved,356
11/1/2022,11:08,11/1/2022 11:08,denied,31
11/1/2022,11:08,11/1/2022 11:08,refunded,3
11/1/2022,11:08,11/1/2022 11:08,reversed,3
11/1/2022,11:09,11/1/2022 11:09,approved,379
11/1/2022,11:09,11/1/2022 11:09,backend_reversed,1
11/1/2022,11:09,11/1/2022 11:09,denied,28
11/1/2022,11:09,11/1/2022 11:09,reversed,5
11/1/2022,11:10,11/1/2022 11:10,approved,355
11/1/2022,11:10,11/1/2022 11:10,denied,32
11/1/2022,11:10,11/1/2022 11:10,backend_reversed,1
11/1/2022,11:11,11/1/2022 11:11,denied,37
11/1/2022,11:11,11/1/2022 11:11,approved,378
11/1/2022,11:11,11/1/2022 11:11,backend_reversed,1
11/1/2022,11:11,11/1/2022 11:11,refunded,1
11/1/2022,11:12,11/1/2022 11:12,denied,35
11/1/2022,11:12,11/1/2022 11:12,backend_reversed,1
11/1/2022,11:12,11/1/2022 11:12,approved,356
11/1/2022,11:12,11/1/2022 11:12,refunded,3
11/1/2022,11:13,11/1/2022 11:13,approved,382
11/1/2022,11:13,11/1/2022 11:13,denied,26
11/1/2022,11:13,11/1/2022 11:13,backend_reversed,1
11/1/2022,11:13,11/1/2022 11:13,reversed,1
11/1/2022,11:14,11/1/2022 11:14,reversed,2
11/1/2022,11:14,11/1/2022 11:14,denied,34
11/1/2022,11:14,11/1/2022 11:14,approved,353
11/1/2022,11:15,11/1/2022 11:15,denied,43
11/1/2022,11:15,11/1/2022 11:15,refunded,2
11/1/2022,11:15,11/1/2022 11:15,reversed,3
11/1/2022,11:15,11/1/2022 11:15,approved,382
11/1/2022,11:16,11/1/2022 11:16,backend_reversed,1
11/1/2022,11:16,11/1/2022 11:16,denied,34
11/1/2022,11:16,11/1/2022 11:16,approved,330
11/1/2022,11:16,11/1/2022 11:16,reversed,2
11/1/2022,11:17,11/1/2022 11:17,reversed,2
11/1/2022,11:17,11/1/2022 11:17,approved,376
11/1/2022,11:17,11/1/2022 11:17,denied,38
11/1/2022,11:18,11/1/2022 11:18,refunded,1
11/1/2022,11:18,11/1/2022 11:18,denied,34
11/1/2022,11:18,11/1/2022 11:18,approved,324
11/1/2022,11:18,11/1/2022 11:18,reversed,4
11/1/2022,11:19,11/1/2022 11:19,backend_reversed,1
11/1/2022,11:19,11/1/2022 11:19,approved,373
11/1/2022,11:19,11/1/2022 11:19,denied,39
11/1/2022,11:19,11/1/2022 11:19,reversed,1
11/1/2022,11:20,11/1/2022 11:20,approved,377
11/1/2022,11:20,11/1/2022 11:20,denied,22
11/1/2022,11:20,11/1/2022 11:20,refunded,1
11/1/2022,11:21,11/1/2022 11:21,approved,356
11/1/2022,11:21,11/1/2022 11:21,denied,35
11/1/2022,11:21,11/1/2022 11:21,reversed,1
11/1/2022,11:22,11/1/2022 11:22,approved,377
11/1/2022,11:22,11/1/2022 11:22,denied,37
11/1/2022,11:22,11/1/2022 11:22,refunded,1
11/1/2022,11:23,11/1/2022 11:23,denied,33
11/1/2022,11:23,11/1/2022 11:23,approved,367
11/1/2022,11:23,11/1/2022 11:23,reversed,1
11/1/2022,11:24,11/1/2022 11:24,approved,371
11/1/2022,11:24,11/1/2022 11:24,reversed,3
11/1/2022,11:24,11/1/2022 11:24,refunded,1
11/1/2022,11:24,11/1/2022 11:24,denied,26
11/1/2022,11:25,11/1/2022 11:25,reversed,3
11/1/2022,11:25,11/1/2022 11:25,denied,30
11/1/2022,11:25,11/1/2022 11:25,approved,391
11/1/2022,11:25,11/1/2022 11:25,refunded,2
11/1/2022,11:25,11/1/2022 11:25,backend_reversed,1
11/1/2022,11:26,11/1/2022 11:26,approved,382
11/1/2022,11:26,11/1/2022 11:26,denied,35
11/1/2022,11:26,11/1/2022 11:26,reversed,3
11/1/2022,11:27,11/1/2022 11:27,approved,380
11/1/2022,11:27,11/1/2022 11:27,denied,52
11/1/2022,11:27,11/1/2022 11:27,refunded,1
11/1/2022,11:27,11/1/2022 11:27,reversed,2
11/1/2022,11:28,11/1/2022 11:28,backend_reversed,1
11/1/2022,11:28,11/1/2022 11:28,denied,40
11/1/2022,11:28,11/1/2022 11:28,approved,349
11/1/2022,11:28,11/1/2022 11:28,reversed,3
11/1/2022,11:28,11/1/2022 11:28,refunded,1
11/1/2022,11:29,11/1/2022 11:29,approved,346
11/1/2022,11:29,11/1/2022 11:29,denied,35
11/1/2022,11:30,11/1/2022 11:30,denied,34
11/1/2022,11:30,11/1/2022 11:30,reversed,1
11/1/2022,11:30,11/1/2022 11:30,approved,377
11/1/2022,11:31,11/1/2022 11:31,approved,368
11/1/2022,11:31,11/1/2022 11:31,reversed,3
11/1/2022,11:31,11/1/2022 11:31,denied,35
11/1/2022,11:32,11/1/2022 11:32,reversed,3
11/1/2022,11:32,11/1/2022 11:32,approved,351
11/1/2022,11:32,11/1/2022 11:32,denied,29
11/1/2022,11:32,11/1/2022 11:32,backend_reversed,1
11/1/2022,11:33,11/1/2022 11:33,approved,358
11/1/2022,11:33,11/1/2022 11:33,refunded,1
11/1/2022,11:33,11/1/2022 11:33,denied,18
11/1/2022,11:33,11/1/2022 11:33,reversed,1
11/1/2022,11:34,11/1/2022 11:34,reversed,1
11/1/2022,11:34,11/1/2022 11:34,refunded,1
11/1/2022,11:34,11/1/2022 11:34,denied,40
11/1/2022,11:34,11/1/2022 11:34,approved,327
11/1/2022,11:35,11/1/2022 11:35,denied,38
11/1/2022,11:35,11/1/2022 11:35,reversed,3
11/1/2022,11:35,11/1/2022 11:35,approved,355
11/1/2022,11:36,11/1/2022 11:36,denied,31
11/1/2022,11:36,11/1/2022 11:36,approved,392
11/1/2022,11:36,11/1/2022 11:36,reversed,5
11/1/2022,11:36,11/1/2022 11:36,refunded,2
11/1/2022,11:37,11/1/2022 11:37,reversed,2
11/1/2022,11:37,11/1/2022 11:37,backend_reversed,1
11/1/2022,11:37,11/1/2022 11:37,approved,379
11/1/2022,11:37,11/1/2022 11:37,denied,36
11/1/2022,11:37,11/1/2022 11:37,refunded,1
11/1/2022,11:38,11/1/2022 11:38,approved,407
11/1/2022,11:38,11/1/2022 11:38,denied,33
11/1/2022,11:39,11/1/2022 11:39,approved,371
11/1/2022,11:39,11/1/2022 11:39,denied,29
11/1/2022,11:39,11/1/2022 11:39,reversed,2
11/1/2022,11:40,11/1/2022 11:40,approved,397
11/1/2022,11:40,11/1/2022 11:40,denied,33
11/1/2022,11:40,11/1/2022 11:40,backend_reversed,2
11/1/2022,11:40,11/1/2022 11:40,reversed,2
11/1/2022,11:41,11/1/2022 11:41,denied,28
11/1/2022,11:41,11/1/2022 11:41,reversed,1
11/1/2022,11:41,11/1/2022 11:41,approved,349
11/1/2022,11:42,11/1/2022 11:42,approved,382
11/1/2022,11:42,11/1/2022 11:42,denied,34
11/1/2022,11:42,11/1/2022 11:42,reversed,3
11/1/2022,11:43,11/1/2022 11:43,approved,370
11/1/2022,11:43,11/1/2022 11:43,denied,48
11/1/2022,11:43,11/1/2022 11:43,reversed,3
11/1/2022,11:44,11/1/2022 11:44,denied,36
11/1/2022,11:44,11/1/2022 11:44,reversed,1
11/1/2022,11:44,11/1/2022 11:44,approved,384
11/1/2022,11:45,11/1/2022 11:45,reversed,2
11/1/2022,11:45,11/1/2022 11:45,approved,358
11/1/2022,11:45,11/1/2022 11:45,denied,33
11/1/2022,11:46,11/1/2022 11:46,approved,366
11/1/2022,11:46,11/1/2022 11:46,reversed,1
11/1/2022,11:46,11/1/2022 11:46,denied,41
11/1/2022,11:46,11/1/2022 11:46,refunded,3
11/1/2022,11:47,11/1/2022 11:47,approved,375
11/1/2022,11:47,11/1/2022 11:47,denied,45
11/1/2022,11:47,11/1/2022 11:47,reversed,1
11/1/2022,11:48,11/1/2022 11:48,backend_reversed,1
11/1/2022,11:48,11/1/2022 11:48,approved,364
11/1/2022,11:48,11/1/2022 11:48,refunded,1
11/1/2022,11:48,11/1/2022 11:48,denied,34
11/1/2022,11:49,11/1/2022 11:49,reversed,3
11/1/2022,11:49,11/1/2022 11:49,approved,378
11/1/2022,11:49,11/1/2022 11:49,denied,38
11/1/2022,11:50,11/1/2022 11:50,denied,34
11/1/2022,11:50,11/1/2022 11:50,approved,390
11/1/2022,11:50,11/1/2022 11:50,reversed,1
11/1/2022,11:50,11/1/2022 11:50,backend_reversed,2
11/1/2022,11:50,11/1/2022 11:50,refunded,1
11/1/2022,11:51,11/1/2022 11:51,backend_reversed,1
11/1/2022,11:51,11/1/2022 11:51,denied,38
11/1/2022,11:51,11/1/2022 11:51,approved,347
11/1/2022,11:51,11/1/2022 11:51,reversed,2
11/1/2022,11:52,11/1/2022 11:52,approved,391
11/1/2022,11:52,11/1/2022 11:52,denied,43
11/1/2022,11:52,11/1/2022 11:52,reversed,1
11/1/2022,11:53,11/1/2022 11:53,reversed,2
11/1/2022,11:53,11/1/2022 11:53,approved,366
11/1/2022,11:53,11/1/2022 11:53,denied,45
11/1/2022,11:54,11/1/2022 11:54,reversed,1
11/1/2022,11:54,11/1/2022 11:54,denied,38
11/1/2022,11:54,11/1/2022 11:54,refunded,1
11/1/2022,11:54,11/1/2022 11:54,approved,293
11/1/2022,11:55,11/1/2022 11:55,approved,354
11/1/2022,11:55,11/1/2022 11:55,denied,36
11/1/2022,11:55,11/1/2022 11:55,reversed,2
11/1/2022,11:56,11/1/2022 11:56,denied,36
11/1/2022,11:56,11/1/2022 11:56,approved,337
11/1/2022,11:56,11/1/2022 11:56,reversed,5
11/1/2022,11:57,11/1/2022 11:57,denied,28
11/1/2022,11:57,11/1/2022 11:57,approved,337
11/1/2022,11:57,11/1/2022 11:57,reversed,1
11/1/2022,11:58,11/1/2022 11:58,reversed,2
11/1/2022,11:58,11/1/2022 11:58,refunded,1
11/1/2022,11:58,11/1/2022 11:58,approved,333
11/1/2022,11:58,11/1/2022 11:58,denied,33
11/1/2022,11:59,11/1/2022 11:59,denied,19
11/1/2022,11:59,11/1/2022 11:59,reversed,1
11/1/2022,11:59,11/1/2022 11:59,approved,330
11/1/2022,12:00,11/1/2022 12:00,approved,339
11/1/2022,12:00,11/1/2022 12:00,denied,24
11/1/2022,12:00,11/1/2022 12:00,failed,1
11/1/2022,12:00,11/1/2022 12:00,reversed,1
11/1/2022,12:01,11/1/2022 12:01,approved,332
11/1/2022,12:01,11/1/2022 12:01,refunded,1
11/1/2022,12:01,11/1/2022 12:01,backend_reversed,1
11/1/2022,12:01,11/1/2022 12:01,reversed,1
11/1/2022,12:01,11/1/2022 12:01,denied,27
11/1/2022,12:02,11/1/2022 12:02,approved,365
11/1/2022,12:02,11/1/2022 12:02,denied,39
11/1/2022,12:02,11/1/2022 12:02,reversed,1
11/1/2022,12:02,11/1/2022 12:02,backend_reversed,1
11/1/2022,12:03,11/1/2022 12:03,denied,38
11/1/2022,12:03,11/1/2022 12:03,approved,354
11/1/2022,12:04,11/1/2022 12:04,approved,335
11/1/2022,12:04,11/1/2022 12:04,backend_reversed,1
11/1/2022,12:04,11/1/2022 12:04,denied,31
11/1/2022,12:05,11/1/2022 12:05,denied,36
11/1/2022,12:05,11/1/2022 12:05,approved,354
11/1/2022,12:05,11/1/2022 12:05,reversed,2
11/1/2022,12:06,11/1/2022 12:06,denied,19
11/1/2022,12:06,11/1/2022 12:06,approved,337
11/1/2022,12:06,11/1/2022 12:06,refunded,1
11/1/2022,12:06,11/1/2022 12:06,reversed,2
11/1/2022,12:07,11/1/2022 12:07,denied,33
11/1/2022,12:07,11/1/2022 12:07,backend_reversed,1
11/1/2022,12:07,11/1/2022 12:07,approved,311
11/1/2022,12:08,11/1/2022 12:08,approved,334
11/1/2022,12:08,11/1/2022 12:08,reversed,2
11/1/2022,12:08,11/1/2022 12:08,denied,42
11/1/2022,12:09,11/1/2022 12:09,approved,359
11/1/2022,12:09,11/1/2022 12:09,denied,27
11/1/2022,12:09,11/1/2022 12:09,reversed,2
11/1/2022,12:10,11/1/2022 12:10,approved,302
11/1/2022,12:10,11/1/2022 12:10,reversed,1
11/1/2022,12:10,11/1/2022 12:10,denied,45
11/1/2022,12:11,11/1/2022 12:11,approved,325
11/1/2022,12:11,11/1/2022 12:11,denied,25
11/1/2022,12:11,11/1/2022 12:11,reversed,5
